,probeID,CpG_chrm,CpG_beg,CpG_end,probe_strand,gene,gene_HGNC,CTCF,distance,717HFZ,718AGZ,371WNR,318XQO,340OUL,893CAJ,151PZS,098CED,273PJW,377YFI,773VYR,928QES,786HDE,827FZN,364PIY,802QCI,021NNN,510ZEI,175NGE,670DBL,825ZCZ,912ILE,725WBV,829SZB,483NRC,717RYX,249ZBG,205OTD,765OKG,820YPQ,685BMF,545ZMG,294UQS,104ZSA,370EGY,860FWW,177TTP,151ZGD,743GHZ,990YHL,036WIO,state_modes
202575,cg05131524,chr7,87563250,87563252,+,ADAM22,ADAM22,chr7:87563520-87563654,269.0,2,2,2,2,1,2,2,1,4,2,2,1,2,2,2,1,1,18,2,4,1,1,2,2,4,11,1,4,2,2,2,2,1,1,14,10,4,1,2,1,2,2
202584,cg08876591,chr7,87563854,87563856,-,ADAM22,ADAM22,chr7:87563520-87563654,201.0,2,4,1,2,1,2,2,1,2,2,2,1,2,14,4,14,1,2,1,2,1,1,1,2,1,4,1,4,1,4,4,1,1,1,4,1,2,2,2,1,2,1
202620,cg02399455,chr7,87855713,87855715,-,AC003991.3;SRI,AC003991.3;SRI,chr7:87849353-87849487,6227.0,2,18,18,3,3,18,6,18,6,13,18,18,18,18,18,10,18,10,18,11,18,18,3,18,18,9,18,11,1,6,1,18,18,18,18,18,10,18,1,18,18,18
202628,cg00564163,chr7,87935978,87935980,+,STEAP4,STEAP4,chr7:87974676-87974810,38697.0,2,14,2,4,14,1,1,14,10,2,14,16,18,14,4,14,2,10,2,4,18,15,14,17,16,3,2,3,10,1,2,1,1,16,1,9,1,14,2,4,2,2
202632,cg11271605,chr7,87936281,87936283,-,STEAP4,STEAP4,chr7:87974676-87974810,38394.0,18,14,2,4,2,4,9,15,18,2,2,16,18,14,1,14,2,10,18,2,2,17,15,18,16,9,4,3,10,2,2,1,2,16,1,10,2,14,2,2,1,2
202659,cg27319898,chr7,88389002,88389004,+,ZNF804B,ZNF804B,chr7:88388261-88388395,608.0,2,14,16,16,14,14,11,14,4,14,14,14,17,14,14,14,14,15,2,1,14,14,14,14,16,17,14,15,15,16,14,2,2,16,14,12,14,14,16,2,16,14
202709,cg27626102,chr7,89840730,89840732,-,STEAP2;STEAP2-AS1,STEAP2;STEAP2-AS1,chr7:89841055-89841189,324.0,1,14,1,3,1,1,10,3,1,2,3,1,1,3,3,1,3,10,1,2,1,1,3,1,14,16,1,3,1,1,1,1,1,14,1,10,1,3,1,1,11,1
202720,cg09450020,chr7,89841434,89841436,+,STEAP2;STEAP2-AS1,STEAP2;STEAP2-AS1,chr7:89841055-89841189,246.0,1,14,1,3,1,1,3,1,1,4,3,1,1,4,3,3,1,1,1,3,1,1,1,1,14,14,2,3,1,3,3,1,1,14,3,3,1,3,1,1,2,1
202739,cg07588113,chr7,89874464,89874466,+,CFAP69,CFAP69,chr7:89874368-89874502,0.0,2,14,1,2,2,2,1,1,2,2,2,2,2,2,1,14,1,2,1,2,1,2,1,1,14,2,1,1,1,2,1,2,2,14,1,3,1,2,2,1,2,2
202741,cg23283875,chr7,89874596,89874598,-,CFAP69,CFAP69,chr7:89874368-89874502,95.0,2,14,1,2,2,2,1,1,2,2,2,2,2,2,1,14,1,2,1,2,1,2,1,1,14,2,1,1,1,2,1,2,2,14,1,3,1,2,2,1,2,2
202759,cg11909310,chr7,89975785,89975787,+,AC002064.7;GTPBP10,AC002064.7;GTPBP10,chr7:89975845-89975979,59.0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1
202766,cg14298726,chr7,89976215,89976217,+,AC002064.7;GTPBP10,AC002064.7;GTPBP10,chr7:89975845-89975979,237.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
202770,cg18967846,chr7,90032534,90032536,+,CLDN12;CTB-13L3.1,CLDN12;CTB-13L3.1,chr7:90042322-90042456,9787.0,1,2,3,1,1,1,18,1,18,1,2,1,2,3,2,3,1,1,1,2,1,1,1,2,2,2,1,3,18,1,1,1,1,2,1,10,1,1,1,1,2,1
202777,cg02399449,chr7,90032849,90032851,+,CLDN12;CTB-13L3.1,CLDN12;CTB-13L3.1,chr7:90042322-90042456,9472.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
202817,cg03112433,chr7,90338554,90338556,-,CDK14,CDK14,chr7:90338185-90338319,236.0,6,11,11,18,11,11,11,1,6,11,4,3,6,18,18,11,3,10,2,18,1,2,6,11,18,18,2,11,18,18,6,6,6,18,6,18,6,11,18,3,18,18
202818,cg15798153,chr7,90338860,90338862,-,CDK14,CDK14,chr7:90338185-90338319,542.0,2,11,11,18,11,11,11,1,6,11,1,1,6,18,11,11,2,10,1,18,1,2,11,11,18,18,2,11,10,18,10,2,6,18,6,18,2,11,1,3,18,11
202849,cg21746887,chr7,90893278,90893280,-,FZD1,FZD1,chr7:90892881-90893015,264.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,14,1,1,3,1,1,1,1,1,14,1,10,1,1,1,1,1,1
202891,cg17054360,chr7,91510325,91510327,-,MTERF1,MTERF1,chr7:91510042-91510176,150.0,1,2,2,1,2,1,2,1,1,2,3,1,2,2,4,1,1,1,1,2,1,1,2,1,1,4,1,2,2,1,2,1,1,4,4,10,2,4,1,1,2,1
202901,cg23723933,chr7,91569822,91569824,-,AKAP9,AKAP9,chr7:91574970-91575104,5147.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
202911,cg16688376,chr7,91570672,91570674,+,AKAP9,AKAP9,chr7:91574970-91575104,4297.0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
202930,cg24896109,chr7,91764006,91764008,+,CYP51A1;CYP51A1-AS1;LRRD1,CYP51A1;CYP51A1-AS1;LRRD1,chr7:91764123-91764257,116.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
202958,cg14520511,chr7,91875045,91875047,-,ANKIB1;KRIT1,ANKIB1;KRIT1,chr7:91874589-91874723,323.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
202970,cg08771429,chr7,91876373,91876375,-,ANKIB1;KRIT1,ANKIB1;KRIT1,chr7:91875451-91875585,789.0,1,1,1,4,1,1,2,1,2,1,2,1,2,1,4,1,1,1,2,2,1,1,1,2,3,4,1,4,2,2,2,2,2,3,4,6,2,1,4,1,2,1
202988,cg00084687,chr7,92076895,92076897,-,GATAD1,GATAD1,chr7:92076589-92076723,173.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
203006,cg24030425,chr7,92157487,92157489,+,PEX1;RBM48,PEX1;RBM48,chr7:92157140-92157274,214.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
203084,cg01638735,chr7,92462980,92462982,-,CDK6,CDK6,chr7:92463213-92463347,232.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,2,1
203147,cg11608424,chr7,92849850,92849852,-,HEPACAM2,HEPACAM2,chr7:92857673-92857807,7822.0,18,18,18,10,18,17,18,18,18,18,18,18,18,17,17,18,18,17,10,18,18,18,18,17,17,18,18,17,10,17,18,17,18,17,18,18,18,17,18,18,18,18
203162,cg21262854,chr7,92861611,92861613,-,CCDC132,VPS50,chr7:92861126-92861260,352.0,2,2,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1
203163,cg27402949,chr7,92861677,92861679,-,CCDC132,VPS50,chr7:92861126-92861260,418.0,2,2,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1
203180,cg23239396,chr7,93203694,93203696,+,CALCR,CALCR,chr7:93180512-93180646,23049.0,16,14,18,16,16,16,15,16,4,14,16,16,17,14,14,15,16,16,17,11,16,16,16,16,16,15,16,15,16,16,16,17,16,16,16,11,16,14,16,15,16,16
203218,cg19784477,chr7,93519400,93519402,+,AC002076.10;GNGT1;TFPI2,AC002076.10;GNGT1;TFPI2,chr7:93519345-93519479,0.0,2,14,2,2,14,1,4,14,4,14,4,14,2,14,3,14,14,17,14,3,14,14,14,1,14,1,4,3,15,2,14,1,2,14,14,2,14,14,2,14,14,14
203220,cg22799321,chr7,93519620,93519622,+,AC002076.10;GNGT1;TFPI2,AC002076.10;GNGT1;TFPI2,chr7:93519345-93519479,142.0,2,14,2,2,14,3,4,14,2,14,14,14,2,14,3,14,14,17,2,3,14,14,14,1,14,1,2,3,15,2,14,3,2,14,14,14,14,14,2,14,14,14
203222,cg23141855,chr7,93519891,93519893,-,AC002076.10;GNGT1;TFPI2,AC002076.10;GNGT1;TFPI2,chr7:93520214-93520348,322.0,2,14,2,2,14,1,3,14,4,14,14,14,2,14,3,14,14,17,2,3,14,14,14,1,14,1,2,3,14,4,14,1,2,14,14,14,14,14,2,14,14,14
203223,cg23686014,chr7,93519923,93519925,+,AC002076.10;GNGT1;TFPI2,AC002076.10;GNGT1;TFPI2,chr7:93520214-93520348,290.0,2,14,2,2,14,1,3,14,4,14,14,14,2,14,3,14,14,17,2,3,14,14,14,1,14,1,2,3,14,4,14,1,2,14,14,14,14,14,2,14,14,14
203230,cg14377593,chr7,93520182,93520184,-,AC002076.10;GNGT1;TFPI2,AC002076.10;GNGT1;TFPI2,chr7:93520214-93520348,31.0,2,14,2,17,14,1,1,14,4,14,14,14,2,14,4,14,14,17,2,3,2,14,14,2,14,1,2,11,16,4,2,1,2,14,14,16,14,14,2,14,14,14
203234,cg07380959,chr7,93520322,93520324,-,AC002076.10;GNGT1;TFPI2,AC002076.10;GNGT1;TFPI2,chr7:93520214-93520348,0.0,2,14,2,17,14,2,2,14,18,2,14,14,2,14,4,14,14,17,17,4,14,16,14,2,14,1,2,15,16,11,18,3,2,14,14,17,14,14,2,14,2,14
203236,cg09558850,chr7,93520444,93520446,-,AC002076.10;GNGT1;TFPI2,AC002076.10;GNGT1;TFPI2,chr7:93520214-93520348,97.0,18,16,18,17,14,17,18,16,18,6,16,17,18,14,4,14,18,17,17,11,18,16,14,2,16,1,18,17,17,18,18,6,2,16,16,17,14,16,18,17,18,18
203256,cg22983529,chr7,93551131,93551133,-,GNG11,GNG11,chr7:93551280-93551414,148.0,1,1,1,3,1,1,1,1,3,1,1,2,1,1,1,1,3,1,2,3,2,2,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,2,1
203277,cg02186966,chr7,93633903,93633905,-,AC006378.2;BET1,AC006378.2;BET1,chr7:93642199-93642333,8295.0,1,2,2,2,1,1,1,1,2,2,1,2,2,1,3,1,2,1,2,2,1,1,1,2,2,1,1,3,3,1,3,1,1,2,4,1,1,1,2,3,2,1
203313,cg18511007,chr7,94023821,94023823,+,COL1A2,COL1A2,chr7:94024875-94025009,1053.0,1,1,1,1,14,10,1,1,10,2,1,2,1,3,14,1,10,10,17,6,17,18,14,1,14,1,2,10,1,10,1,1,1,3,2,10,1,1,1,2,2,1
203316,cg25300386,chr7,94023987,94023989,+,COL1A2,COL1A2,chr7:94024875-94025009,887.0,1,1,1,1,14,10,1,1,10,2,1,2,1,3,14,1,10,10,17,6,17,18,14,1,14,1,2,10,1,10,1,1,1,3,2,10,1,1,1,2,2,1
203330,cg21974766,chr7,94138742,94138744,-,CASD1,CASD1,chr7:94139305-94139439,562.0,1,3,3,3,3,3,1,1,1,2,3,3,2,3,4,3,3,3,1,3,1,3,1,2,3,3,3,3,3,2,3,3,3,4,4,3,1,3,3,3,3,3
203336,cg11341528,chr7,94139400,94139402,-,CASD1,CASD1,chr7:94139305-94139439,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203357,cg07236943,chr7,94284485,94284487,-,PEG10;SGCE,PEG10;SGCE,chr7:94285462-94285596,976.0,1,1,1,14,14,2,3,1,2,14,3,1,1,1,4,1,1,1,1,2,1,1,1,1,14,1,2,14,14,14,2,2,2,14,14,1,14,1,14,1,1,1
203363,cg23096644,chr7,94284633,94284635,-,PEG10;SGCE,PEG10;SGCE,chr7:94285462-94285596,828.0,1,1,1,14,14,2,1,1,2,14,1,1,2,1,4,1,1,1,1,2,1,1,1,1,14,1,1,14,14,14,14,1,2,14,14,3,14,1,14,1,1,1
203368,cg25524350,chr7,94284892,94284894,+,PEG10;SGCE,PEG10;SGCE,chr7:94285462-94285596,569.0,1,1,1,14,14,1,3,1,1,14,1,1,1,1,1,1,1,1,1,2,1,1,1,1,14,1,1,4,14,14,14,1,1,14,14,1,14,1,2,1,1,1
203385,cg19107595,chr7,94285641,94285643,-,PEG10;SGCE,PEG10;SGCE,chr7:94285462-94285596,46.0,1,1,1,2,14,1,2,1,2,2,2,2,2,1,4,1,2,6,2,2,2,2,1,1,14,1,2,2,10,14,2,2,1,14,14,2,2,1,4,1,2,2
203401,cg08291000,chr7,94285959,94285961,-,PEG10;SGCE,PEG10;SGCE,chr7:94285462-94285596,364.0,2,1,1,2,14,2,2,1,2,2,2,1,1,1,4,1,1,6,1,4,1,1,1,1,14,3,1,4,10,14,2,2,2,14,14,2,2,1,4,1,2,1
203406,cg16492735,chr7,94286207,94286209,+,PEG10;SGCE,PEG10;SGCE,chr7:94285462-94285596,612.0,2,1,1,4,2,2,2,1,2,2,2,1,2,1,4,1,1,6,2,4,1,1,1,2,14,1,1,4,10,12,2,2,2,14,4,4,14,1,4,1,2,1
203424,cg06695761,chr7,94286525,94286527,-,PEG10;SGCE,PEG10;SGCE,chr7:94285462-94285596,930.0,2,1,2,2,2,2,1,1,2,2,2,1,2,1,4,1,1,6,2,4,1,1,1,2,14,1,3,4,10,12,4,2,2,14,4,4,2,1,2,1,2,2
203433,cg01169624,chr7,94286935,94286937,+,PEG10;SGCE,PEG10;SGCE,chr7:94287872-94288006,936.0,1,1,2,2,1,2,1,1,2,2,2,1,2,1,4,1,1,6,2,2,1,1,1,1,14,1,1,3,10,12,2,2,1,14,4,1,2,1,4,1,2,1
203434,cg03682823,chr7,94286952,94286954,-,PEG10;SGCE,PEG10;SGCE,chr7:94287872-94288006,919.0,1,1,2,2,1,2,1,1,2,2,2,1,2,1,4,1,1,6,2,2,1,1,1,1,14,1,1,3,10,12,2,2,1,14,4,1,2,1,4,1,2,1
203435,cg18139769,chr7,94286954,94286956,-,PEG10;SGCE,PEG10;SGCE,chr7:94287872-94288006,917.0,1,1,2,2,1,2,1,1,2,2,2,1,2,1,4,1,1,6,2,2,1,1,1,1,14,1,1,3,10,12,2,2,1,14,4,1,2,1,4,1,2,1
203443,cg21270593,chr7,94293249,94293251,+,PEG10,PEG10,chr7:94287872-94288006,5244.0,18,7,18,18,12,18,13,18,18,18,18,6,13,7,18,12,18,18,6,13,18,18,12,6,18,12,18,18,18,12,18,18,18,13,18,18,18,12,18,18,18,18
203446,cg06943865,chr7,94293779,94293781,+,PEG10,PEG10,chr7:94287872-94288006,5774.0,18,7,18,18,12,18,13,18,18,18,18,18,13,7,18,12,18,18,6,13,18,18,12,6,18,12,18,18,18,18,18,18,18,13,18,18,18,12,18,18,18,18
203447,cg01488147,chr7,94294079,94294081,-,PEG10,PEG10,chr7:94287872-94288006,6074.0,18,5,18,18,12,18,13,18,18,18,18,18,13,5,18,12,18,18,6,13,18,18,12,6,18,12,18,18,18,18,18,18,18,12,18,18,18,12,18,18,18,18
203448,cg19781251,chr7,94294277,94294279,+,PEG10,PEG10,chr7:94287872-94288006,6272.0,18,5,18,18,12,18,13,18,18,18,18,18,13,5,18,12,18,18,6,18,18,18,12,6,18,13,18,18,18,18,18,18,18,12,18,18,18,12,18,18,18,18
203464,cg15544721,chr7,94536690,94536692,+,PPP1R9A,PPP1R9A,chr7:94536884-94537018,193.0,3,3,1,3,3,3,9,3,14,3,3,3,1,3,4,3,3,10,10,3,3,1,3,3,16,9,3,15,9,15,3,1,10,15,4,10,14,3,1,3,4,3
203465,cg11164400,chr7,94536786,94536788,+,PPP1R9A,PPP1R9A,chr7:94536884-94537018,97.0,3,3,1,3,3,3,9,3,14,3,3,3,1,3,4,3,3,10,10,3,3,1,3,3,16,9,3,15,9,15,3,1,10,15,4,10,14,3,1,3,4,3
203466,cg16872560,chr7,94536985,94536987,-,PPP1R9A,PPP1R9A,chr7:94536884-94537018,0.0,1,3,1,1,1,1,3,1,2,1,3,1,1,3,4,1,1,10,1,3,1,1,3,3,14,3,2,9,3,14,1,1,1,14,4,10,14,3,1,1,4,1
203468,cg19221959,chr7,94537346,94537348,+,PPP1R9A,PPP1R9A,chr7:94536884-94537018,329.0,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,14,2,1,11,1,1,1,1,1,16,2,1,2,2,1,1,2,1
203469,cg04951204,chr7,94537583,94537585,-,PPP1R9A,PPP1R9A,chr7:94536884-94537018,566.0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,14,1,1,4,2,1,1,1,1,14,2,1,1,1,1,1,2,1
203477,cg09643313,chr7,94537892,94537894,-,PPP1R9A,PPP1R9A,chr7:94536884-94537018,875.0,1,3,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,14,1,1,4,1,1,1,1,1,14,1,10,1,1,1,1,2,1
203502,cg07404485,chr7,94953652,94953654,+,PON1,PON1,chr7:94972281-94972415,18628.0,2,17,17,18,15,16,18,18,2,6,16,16,13,16,16,16,16,16,2,11,18,17,15,18,1,18,18,3,17,11,14,17,17,4,17,13,17,17,2,17,17,17
203535,cg10329418,chr7,95026180,95026182,+,PON3,PON3,chr7:95025442-95025576,605.0,2,14,14,2,1,2,3,14,1,2,14,2,2,14,4,14,14,1,1,1,14,2,1,1,14,4,2,1,2,2,2,1,4,14,2,11,14,14,2,2,2,2
203537,cg24750391,chr7,95026210,95026212,-,PON3,PON3,chr7:95025442-95025576,635.0,2,2,2,14,1,14,1,14,2,4,14,2,6,14,4,14,14,1,2,1,2,2,1,3,14,4,2,1,1,4,2,2,4,14,2,11,14,14,2,14,2,2
203551,cg23285573,chr7,95064173,95064175,-,PON2,PON2,chr7:95078691-95078825,14517.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203556,cg07666065,chr7,95064468,95064470,-,PON2,PON2,chr7:95078691-95078825,14222.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1
203569,cg09375488,chr7,95115025,95115027,-,ASB4,ASB4,chr7:95108176-95108310,6716.0,18,11,18,17,18,18,18,18,18,2,17,18,17,1,17,18,18,17,2,18,18,18,6,17,18,6,18,18,18,17,18,2,2,18,10,18,18,10,18,18,17,18
203575,cg11554605,chr7,95115353,95115355,-,ASB4,ASB4,chr7:95108176-95108310,7044.0,18,2,18,17,11,4,18,18,18,2,17,18,17,3,17,18,18,17,2,18,18,18,6,17,18,6,18,18,18,17,18,2,2,18,1,18,18,3,18,18,17,18
203591,cg22171829,chr7,95225519,95225521,+,AC002451.3;PDK4,AC002451.3;PDK4,chr7:95258099-95258233,32579.0,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,14,1,1,1,3,1,1,15,1
203599,cg04498739,chr7,95226307,95226309,+,AC002451.3;PDK4,AC002451.3;PDK4,chr7:95258099-95258233,31791.0,1,3,1,1,2,1,1,1,10,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,10,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,18,1
203614,cg10281478,chr7,95402527,95402529,-,DYNC1I1,DYNC1I1,chr7:95424364-95424498,21836.0,1,14,1,14,14,1,2,1,4,1,3,1,1,14,4,14,1,15,1,4,3,1,14,2,14,15,1,4,14,2,14,1,1,14,4,2,14,14,14,1,15,1
203662,cg10166697,chr7,95950587,95950589,+,SLC25A13,SLC25A13,chr7:96044372-96044506,93784.0,1,1,3,1,1,1,1,1,1,2,1,1,1,3,3,1,3,3,3,1,1,1,1,1,3,3,3,3,3,1,1,1,1,3,3,10,3,3,1,3,2,1
203668,cg08998967,chr7,95951568,95951570,+,SLC25A13,SLC25A13,chr7:96044372-96044506,92803.0,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,3,1
203697,cg15781316,chr7,96339266,96339268,+,SHFM1,SEM1,chr7:96407676-96407810,68409.0,2,2,1,2,1,2,2,1,10,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2
203799,cg12041387,chr7,96650170,96650172,+,DLX5,DLX5,chr7:96645961-96646095,4076.0,16,15,16,16,16,16,17,16,17,16,16,16,17,16,16,15,15,16,17,6,16,16,16,16,16,16,16,16,16,16,16,11,16,16,16,16,16,16,16,14,16,16
203803,cg00503840,chr7,96650508,96650510,-,DLX5,DLX5,chr7:96645961-96646095,4414.0,15,15,16,16,16,15,15,16,17,14,16,15,17,15,15,15,14,16,16,11,14,16,16,16,16,15,15,15,16,16,16,4,14,15,15,16,14,15,16,14,15,16
203805,cg20080624,chr7,96651110,96651112,-,DLX5,DLX5,chr7:96645961-96646095,5016.0,15,15,15,16,15,15,15,16,11,16,16,15,17,15,15,14,14,16,16,11,15,15,15,16,15,14,15,15,16,16,16,2,15,15,15,16,15,15,16,14,15,15
203806,cg13462129,chr7,96651280,96651282,-,DLX5,DLX5,chr7:96645961-96646095,5186.0,16,15,15,16,16,15,15,16,11,16,16,15,17,15,15,14,14,16,16,11,15,14,16,15,16,14,15,15,16,16,16,2,15,16,15,16,15,15,16,14,15,15
203808,cg27016494,chr7,96651585,96651587,-,DLX5,DLX5,chr7:96645961-96646095,5491.0,16,15,15,16,16,15,15,16,6,16,16,14,17,16,15,14,14,16,16,11,15,14,16,15,16,14,15,15,16,16,16,14,15,16,15,16,15,15,16,14,15,16
203809,cg18873386,chr7,96651914,96651916,+,DLX5,DLX5,chr7:96657089-96657223,5174.0,16,15,16,16,16,16,16,16,11,16,16,14,17,16,16,14,16,16,16,6,16,14,16,15,16,3,15,15,16,16,16,17,15,16,15,16,15,15,15,14,15,16
203812,cg11500797,chr7,96652122,96652124,-,DLX5,DLX5,chr7:96657089-96657223,4966.0,16,15,16,16,16,16,17,15,6,15,16,14,17,16,16,14,16,16,16,6,16,14,15,15,16,3,16,15,16,16,16,17,15,16,15,16,15,15,16,14,15,16
203815,cg02101486,chr7,96652244,96652246,-,DLX5,DLX5,chr7:96657089-96657223,4844.0,16,16,16,16,16,16,17,16,6,16,16,14,17,16,16,14,16,16,16,6,16,16,16,2,16,1,16,16,16,16,16,17,16,16,15,16,16,15,16,14,16,16
203816,cg24115040,chr7,96652374,96652376,-,DLX5,DLX5,chr7:96657089-96657223,4714.0,16,16,16,16,16,16,17,16,6,16,16,14,17,16,16,14,16,16,16,6,16,16,16,2,16,1,16,16,16,16,16,17,16,16,15,16,16,15,16,14,16,16
203819,cg06911084,chr7,96652893,96652895,+,DLX5,DLX5,chr7:96657089-96657223,4195.0,16,16,16,16,16,16,17,14,6,16,14,14,17,16,14,14,14,16,16,6,14,14,14,2,16,1,16,16,16,15,16,17,16,16,14,16,16,15,16,14,16,16
203820,cg06537230,chr7,96653182,96653184,+,DLX5,DLX5,chr7:96657089-96657223,3906.0,16,15,16,16,16,16,17,14,6,16,14,14,17,16,14,14,14,16,16,6,14,14,14,2,16,14,16,16,16,14,16,17,16,16,14,16,14,15,16,2,16,16
203821,cg16924616,chr7,96653616,96653618,+,DLX5,DLX5,chr7:96657089-96657223,3472.0,14,14,14,14,14,14,15,14,11,14,14,14,2,14,14,14,14,16,16,11,14,14,14,1,16,14,14,15,16,3,16,2,14,16,14,15,14,14,14,1,15,14
203825,cg13344740,chr7,96654131,96654133,-,DLX5,DLX5,chr7:96657089-96657223,2957.0,14,14,14,16,16,14,14,14,11,15,14,14,2,14,14,14,14,16,16,11,14,14,14,4,16,14,14,15,16,2,16,4,14,16,14,15,14,14,16,2,15,14
203827,cg11997899,chr7,96654182,96654184,+,DLX5,DLX5,chr7:96657089-96657223,2906.0,14,14,14,16,16,14,14,14,11,15,14,14,2,14,14,14,14,16,16,11,14,14,14,4,16,14,14,15,16,2,16,4,14,16,14,15,14,14,16,2,15,14
203828,cg00096922,chr7,96654184,96654186,+,DLX5,DLX5,chr7:96657089-96657223,2904.0,14,14,14,16,16,14,14,14,11,15,14,14,2,14,14,14,14,16,16,11,14,14,14,4,16,14,14,15,16,2,16,4,14,16,14,15,14,14,16,2,15,14
203830,cg01169726,chr7,96654424,96654426,-,DLX5,DLX5,chr7:96657089-96657223,2664.0,14,16,16,16,16,16,17,15,6,16,14,14,17,16,14,16,16,16,16,6,16,15,16,4,16,15,15,16,16,15,16,2,6,16,14,15,16,15,16,14,16,16
203856,cg24205633,chr7,96746927,96746929,+,ACN9,SDHAF3,chr7:96746889-96747023,0.0,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,10,1,1,1,2,1,2,1,4,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10,1
203859,cg20002248,chr7,96747287,96747289,-,ACN9,SDHAF3,chr7:96746889-96747023,265.0,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
203875,cg07550362,chr7,97361200,97361202,-,TAC1,TAC1,chr7:97464989-97465123,103788.0,14,14,14,16,15,15,15,14,4,16,14,16,14,15,14,15,14,16,16,4,14,14,14,16,16,15,16,15,15,15,14,2,2,16,14,15,14,14,16,14,15,14
203880,cg14221171,chr7,97361758,97361760,-,TAC1,TAC1,chr7:97464989-97465123,103230.0,16,15,15,16,15,15,15,14,11,15,14,16,16,15,15,15,16,16,16,11,16,14,16,16,16,15,15,15,15,15,14,16,14,16,16,15,14,15,16,14,15,15
203896,cg14785449,chr7,97501735,97501737,+,ASNS,ASNS,chr7:97501822-97501956,86.0,1,14,1,1,1,1,3,1,1,1,1,1,1,14,4,14,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,4,4,3,1,1,1,1,2,1
203959,cg23242017,chr7,97736137,97736139,+,LMTK2,LMTK2,chr7:97735987-97736121,17.0,2,2,2,2,11,18,2,1,18,18,2,2,18,2,1,18,2,10,10,2,2,2,10,2,2,2,2,18,10,2,2,2,2,2,2,1,2,2,2,1,18,2
